id	text	class_label
21036	SHOWING REGISTRATION EVERYTIME,Deleted and Reinstalled, Now Showing Registration exceeded. NO HELP FROM 109 Also. Why they ask us to keep ehteraz on phone Why they provide such service	2
21037	Good	0
21038	Dies not give correct pictures	1
21039	Good job	0
21040	Dear developers kindly make the corrections for the sign up issue related to entering date of birth.	2
21041	Can't open the app after registration. Everytime I try to open the app it's always crash	2
21042	Wow thx	0
21043	Good	0
21044	downloaded the app from Google play store but failed setting it up as the app says I entered a invalid nric number. reinstalled multiple times and rechecking the nric number numerous times. Still failed.... can someone fix this?	2
21045	Best	0
21046	Drains my phone battery and barely works	1
21047	Although I have turn on bluetooth, the apps is not working.	1
21048	i was on the help tab, tryin' to suggest enabling login through fingerprint. but when i was about to submit form, the app crashed and wont run anymore.	2
21049	Great app, few suggestions. Would like to be able to edit diary, if you accidentally put the wrong date in your can’t change. Also if you could use all QR code’s for businesses using a different type.\n\nMaybe be able to use without internet  could also be a useful feature	0
21050	Its a fail for me - wouldn't accept my phone number and nowhere to report that.	2
21051	App tells me my phone number can\u2019t be recognised, and therefore I can\u2019t get a pin. Very annoying when you want to support an important initiative.	2
21052	No option to turn off app when not in use. Huge battery drain. Who would have bluetooth enabled always? Regardless of your internal testing and statistics, basing your data on the consumption % displayed on a Samsung phone is not the correct way. It is a known fact that the battery consumption is not accurate and you did not consider the consumption by bluetooth radio in your faq.	1
21053	Does not work	2
21054	What if I want to update the information I used when logging in. In every app there's always options for one to update personal data. But for this case theres none	2
21055	Fell beter	0
21056	Excellent	0
21057	its not working camera some times	2
21058	Imagine trusting this corrupt government to track your phone! Dan Andrews and his pet Sutton belong in jail. But everyone above them are corrupt too. So unless some grows a pair, our corrupt leaders will sell our country to the CCP. Delete this app. Masks don't work against viruses. Experimental RNA vaccines are more dangerous than the virus. The police are all run by Freemasons. Our government is run by corrupt pedophiles. #DanAndrewsForTheHague2021	2
21059	Best exprince	0
21060	Map is not updated	2
21061	Excellent safety precautionary application. Also has great future potential. However, as with most people I have to agree that the application is too heavy on the phones systems. In addition it is not required to operate on the phone all the time as only required if you are out of the house as per MOPH instructional guidelines. Finally, I do not see why the application requires access to sensitive phone data such as"media". Pleass correct these issues to have a great tool against COVID19.	0
21062	The app is not working after the update not showing anything just white screen and nothing after few sec the app is not responding massage shows .	2
21063	It's very good and important	0
21064	i always blocked by this app because i always ask resent the otp, but the otp never sent	2
21065	Easy too use	0
21066	Nice	0
21067	Drain my battery life, deleting this app. Dont ask me send report to ur support team, quite obvious when ur app ask us to turn on Bluetooth indefinitely.	1
21068	Great initiative and effort, well done. Sadly my battery life is definitely affected by this app. My Bluetooth connectivity to my watch and headphones is also significantly more problematic. However, during these times we all have to sacrifice, but work towards fixing these (if possible) and make it better experience.	1
21069	Why this app don,t work some people mobile phone. it's can,t be installed.pls tell me what can I do. And someone give this app in my Mobile. But the app can,t be installed and in the corner have option run.	2
21070	nice	0
21071	Useless hassle It is useless in the sense that it doesn't give the right information. For example, it says that I am safe even when there might be covid cases in the surrounding area.	1
21072	Not sure if it has been mentioned. But do allow setting to allow off bluetooth upon connecting to certain wifi or certain timing. I.e at home or when sleeping as it doesnt make sense to be running at these timings.	2
21073	The app is not accepting my correct mobile number which i have since 2006. Unable to proceed further in installation.	2
21074	This app has full access to Storage, Phone and Media resources \ud83d\ude25 isn't this user privacy violation?!!	1
